Day,Time Slot,Room,Course,Course Code,Section(s),Teacher,Duration
Sat,11:30-13:00,C-14,Islamic Studies/Ethics,SS1007,BCS-1E/3E,Qurat ul Ain Fatima,90 min
Sat,11:30-13:00,C-2,Computer Organization and Assembly Language,EE2003,BCS-3B/5B,Dr. Aatira Anum,90 min
Sat,11:30-13:00,C-3,Linear Algebra,MT1004,BCS-3G/5G,Dr. Muhammad Rizwan VF,90 min
Sat,11:30-13:00,C-4,Understanding Holy Quran - I /Ethics - I,SS1021,BCS-3H/5H,Mr. Naseer Ahmad,90 min
Sat,11:30-13:00,C-5,Applied Human Computer Interaction,CS3014,BCS-5F/7F,Ms. Bushra Habib,90 min
Sat,11:30-13:00,C-6,Computer Networks,CS3001,BCS-5C/7C,Dr. Ahmad Raza,90 min
Sat,11:30-13:00,C-7,Technical and Business Writting,CSXXX,BCS-5E/7E,Uzma Safdar,90 min
Sat,11:30-13:00,D-11,Information Security,CS3002,BCS-7A/9A,Dr. Ammar Haider,90 min
Sat,11:30-13:00,Eng Lab-1,Data Structures Lab,CL2001,BCS-3F/5F,TBA,90 min
Sat,11:30-13:00,F-201,Compiler Construction,CS4031,BCS-7J/9J,Dr. Farooq Ahmed Rana,90 min
Sat,11:30-13:00,F-202,Parallel and Distributed Computing,CS3006,BCS-7H/9H,Mr. Razi uddin,90 min
Sat,11:30-13:00,F-203,Design and Analysis of Algorithms,CS2009,BDS-5B/7B,Mr. Sajid Ali Kazmi,90 min
Sat,11:30-13:00,F-204,Data Analysis and Visualization,DS3001,BDS-5A/7A,Mr. Amir Iqbal,90 min
Sat,11:30-13:00,F-205,Embedded Control for Robotics,CS4095,BCS-9A,TBA,90 min
Sat,11:30-13:00,F-206,MS Thesis - I,CS5091,MCS-5A,TBA,90 min
Sat,11:30-13:00,F-207,Calculus and Analytical Geometry,MT1003,BSE-1A,Dr. Muhammad Nasir Ali VF,90 min
Sat,11:30-13:00,F-208,Computer Organization and Assembly Language,EE2003,BSE-3B,TBA,90 min
Sat,11:30-13:00,F-209,Probability and Statistics,MT2005,BSE-3A,Ms. Kanwal Saleem,90 min
Sat,11:30-13:00,F-210,Technical and Business Writing,SS2012,BSE-5B,Huma Asif,90 min
Sat,11:30-13:00,F-301,Information Security,CS3002,BSE-7A,Ms. Sarah Abid Khan,90 min
Sat,11:30-13:00,F-302,Software Construction and Development,SE3001,BSE-9A,TBA,90 min
Sat,11:30-13:00,F-303,Functional English,SS1012,BDS-1A,Dr. Kulsoom,90 min
Sat,11:30-13:00,F-304,Deep Learning for Perception,CS4045,BDS-7A,Mr. Saiful Islam,90 min
Sat,11:30-13:00,F-305,Natural Language Processing,DS5007,MDS-1A,Dr. Hajra Waheed,90 min
Sat,11:30-13:00,F-306,Computer Organization and Assembly Language,EE2003,BAI-3A,Ms. Sana Fatima,90 min
Sat,11:30-13:00,F-307,Programming Fundamentals,CS1002,BCY-1B,TBA,90 min
Sat,11:30-13:00,F-308,Ideology and Constitution of Pakistan,SS1013,BCY-1A,Muhammad Asif,90 min
Sat,11:30-13:00,F-309,Advanced Network Security,CY5006,MCY-1A,Dr. Arshad Ali,90 min
Sat,13:00-14:30,C-1,Programming Fundamentals,CS1002,BCS-1G/3G,Mr. Saifullah Tanvir,90 min
Sat,13:00-14:30,C-13,Calculus and Analytical Geometry,MT1003,BCS-1C/3C,Dr. Saeeda Zia,90 min
Sat,13:00-14:30,C-14,Ideology and Consittution of Pakistan,SS1013,BCS-1E/3E,Muhammad Tahir Rahisd,90 min
Sat,13:00-14:30,C-2,Islamic Studies/Ethics,SS1007,BCS-1F/3F,Dr. Adnan Faisal,90 min
Sat,13:00-14:30,C-3,Functional English,SS1012,BCS-1D/3D,Ms. Nokhaiz Zahra,90 min
Sat,13:00-14:30,C-4,Data Structures,CS2001,BCS-3H/5H,Ms. Rida Hijab Basit,90 min
Sat,13:00-14:30,C-5,Computer Organization and Assembly Language,EE2003,BCS-3A/5A,Dr. Aatira Anum,90 min
Sat,13:00-14:30,C-6,Linear Algebra,MT1004,BCS-3B/5B,Dr. Akhlaq Ahmad Bhatti,90 min
Sat,13:00-14:30,C-7,Linear Algebra,MT1004,BCS-3F/5F,Dr. Muhammad Rizwan VF,90 min
Sat,13:00-14:30,D-11,Applied Human Computer Interaction,CS3014,BCS-5F/7F,Ms. Bushra Habib,90 min
Sat,13:00-14:30,Eng Lab-1,Computer Organization and Assembly Language,EE2003,BAI-3A,Ms. Sana Fatima,90 min
Sat,13:00-14:30,Eng Lab-2,Programming Fundamentals,CS1002,BCY-1B,TBA,90 min
Sat,13:00-14:30,Eng Lab-3,Applied Physics,NS1001,BCY-1A,Dr. Saman Shahid,90 min
Sat,13:00-14:30,Eng Lab-4,Data Structures,CS2001,BCY-3A,Mr. Usama Alvi,90 min
Sat,13:00-14:30,F-201,Computer Architecture,CS4075,BCS-5H/7H,Mr. Junaid Hussain Muzammil,90 min
Sat,13:00-14:30,F-202,Design and Anlysis of Algorithms,CS2009,BCS-5C/7C,Dr. Aasim Qureshi,90 min
Sat,13:00-14:30,F-203,Software Engineering,CS3009,BCS-5A/7A,Ms. Lehmia Kiran,90 min
Sat,13:00-14:30,F-204,Technical and Business Writting,CSXXX,BCS-5B/7B,Hajra Ikram,90 min
Sat,13:00-14:30,F-205,Technical and Business Writting,CSXXX,BCS-5E/7E,Uzma Safdar,90 min
Sat,13:00-14:30,F-206,Information Security,CS3002,BCS-7H/9H,Mr. Usman Aamer,90 min
Sat,13:00-14:30,F-207,Compiler Construction,CS4031,BCS-7G/9G,Dr. Faisal Aslam,90 min
Sat,13:00-14:30,F-208,Parallel and Distributed Computing,CS3006,BCS-7J/9J,Mr. Mubashar Hussain,90 min
Sat,13:00-14:30,F-209,Understanding Holy Quran - II /Ethics - II,SS1022,BCS-3G,TBA,90 min
Sat,13:00-14:30,F-210,Database Systems,CS2005,BCS-7A,Mr. Ishaq Raza (VF),90 min
Sat,13:00-14:30,F-301,Introduction to Cloud Computing,CS4037,BCS-9A,Mr. Muhammad Kamran,90 min
Sat,13:00-14:30,F-302,Theory of Programming Languages,CS5006,MCS-1A,Dr. Farooq Ahmed Rana,90 min
Sat,13:00-14:30,F-303,MS Thesis - I,CS5091,MCS-5A,TBA,90 min
Sat,13:00-14:30,F-304,Functional English,SS1012,BSE-1A,Zainab Mubarak,90 min
Sat,13:00-14:30,F-305,Probability and Statistics,MT2005,BSE-3B,Ms. Kanwal Saleem,90 min
Sat,13:00-14:30,F-306,Artificial Intelligence,AI2002,BSE-5B,Ms. Bushra Rashid,90 min
Sat,13:00-14:30,F-307,Deep Learning for Perception,CS4045,BSE-7A,Mr. Saiful Islam,90 min
Sat,13:00-14:30,F-308,Software Construction and Development,SE3001,BSE-9A,TBA,90 min
Sat,13:00-14:30,F-309,MS Thesis-I,CS5091,MSP-3A,TBA,90 min
Sat,13:00-14:30,F-310,Programming Fundamentals,CS1002,BDS-1A,Dr. Mubasher Baig,90 min
Sat,13:00-14:30,F-311,Data Warehousing and Business Intellligence,DS3004,BDS-5A,Mr. Ishaq Raza,90 min
Sat,13:00-14:30,F-312,Technical and Business Writing,SS2012,BDS-5B,Huma Asif,90 min
Sat,13:00-14:30,S. Hall,Computer Networks,CS3001,BDS-7A,Ms. Umm-e-Ammarah,90 min
Sat,14:30-16:00,C-1,Calculus and Analytical Geometry,MT1003,BCS-1C/3C,Dr. Saeeda Zia,90 min
Sat,14:30-16:00,C-13,Calculus and Analytical Geometry,MT1003,BCS-1F/3F,Mr. Waqar Azeem VF,90 min
Sat,14:30-16:00,C-14,Islamic Studies/Ethics,SS1007,BCS-1B/3B,Qurat ul Ain Fatima,90 min
Sat,14:30-16:00,C-2,Functional English,SS1012,BCS-1D/3D,Ms. Nokhaiz Zahra,90 min
Sat,14:30-16:00,C-3,Data Structures,CS2001,BCS-3H/5H,Ms. Rida Hijab Basit,90 min
Sat,14:30-16:00,C-4,Discrete Structures,CS1005,BCS-3B/5B,Dr. Imran Farid Khan,90 min
Sat,14:30-16:00,C-5,Linear Algebra,MT1004,BCS-3A/5A,Dr. Akhlaq Ahmad Bhatti,90 min
Sat,14:30-16:00,C-6,Understanding Holy Quran - I /Ethics - I,SS1021,BCS-3G/5G,TBA,90 min
Sat,14:30-16:00,C-7,Computer Architecture,CS4075,BCS-5B/7B,Dr. Zeeshan Ali Khan,90 min
Sat,14:30-16:00,D-11,Design and Anlysis of Algorithms,CS2009,BCS-5H/7H,Mr. Usama Alvi,90 min
Sat,14:30-16:00,Eng Lab-1,Computer Networks Lab,CL3001,BCS-5C/7C,TBA,90 min
Sat,14:30-16:00,Eng Lab-2,Functional English Lab,SL1012,BAI-1A2,TBA,90 min
Sat,14:30-16:00,F-201,Information Security,CS3002,BCS-7K/9K,Mr. Usman Aamer,90 min
Sat,14:30-16:00,F-202,Compiler Construction,CS4031,BCS-7H/9H,Dr. Faisal Aslam,90 min
Sat,14:30-16:00,F-203,Compiler Construction,CS4031,BCS-7J/9J,Dr. Farooq Ahmed Rana,90 min
Sat,14:30-16:00,F-204,Design and Analysis of Algorithms,CS2009,BSE-5A/7A,Dr. Aasim Qureshi,90 min
Sat,14:30-16:00,F-205,MLOps,CS4085,BCS-7A,Mr. Usman Anwer,90 min
Sat,14:30-16:00,F-206,Numerical Computing,CS2008,BCS-9A,TBA,90 min
Sat,14:30-16:00,F-207,MS Thesis - I,CS5091,MCS-3A,TBA,90 min
Sat,14:30-16:00,F-208,MS Thesis - II,CS5092,MCS-5A,TBA,90 min
Sat,14:30-16:00,F-209,Ideology and Constitution of Pakistan,SS1013,BSE-1A,Quratulain Ilyas,90 min
Sat,14:30-16:00,F-210,Probability and Statistics,MT2005,BSE-3B,Ms. Kanwal Saleem,90 min
Sat,14:30-16:00,F-301,Software Quality Engineering,SE3002,BSE-5B,Dr. Ali Afzal Malik,90 min
Sat,14:30-16:00,F-302,Final Year Project - II,SE4092,BSE-9A,TBA,90 min
Sat,14:30-16:00,F-303,Research Methodology,CS5001,MSP-1A,Dr. Asif Gillani,90 min
Sat,14:30-16:00,F-304,Human Resource Management,MG5043,MSP-3A,Mr. Hasan Shehzad,90 min
Sat,14:30-16:00,F-305,Introduction to Information and Communication Technology,CL1000,BDS-1B,Ms. Mamoona Majid,90 min
Sat,14:30-16:00,F-306,Computer Organization and Assembly Language,EE2003,BDS-3A,Ms. Sana Fatima,90 min
Sat,14:30-16:00,F-307,Data Warehousing and Business Intellligence,DS3004,BDS-5A,Mr. Ishaq Raza,90 min
Sat,14:30-16:00,F-308,Technical and Business Writing,SS2012,BDS-5B,Huma Asif,90 min
Sat,14:30-16:00,F-309,Deep Learning for Perception,CS4045,BDS-7A,Mr. Saiful Islam,90 min
Sat,14:30-16:00,F-310,MS Thesis-I,DS5091,MDS-3A,TBA,90 min
Sat,14:30-16:00,F-311,Reserved for Maths,RXXXX,MCS-2A,TBA,90 min
Sat,14:30-16:00,F-312,Programming Fundamentals,CS1002,BCY-1A,Ms. Mehwish Afshan,90 min
Sat,16:00-17:30,C-1,Discrete Structures,CS1005,BCS-3G/5G,Ms. Mehwish Afshan,90 min
Sat,16:00-17:30,C-13,Applied Human Computer Interaction,CS3014,BCS-5H/7H,Ms. Bushra Habib,90 min
Sat,16:00-17:30,C-14,Applied Probability in Computing,CS4113,BDS-7A/BSE-9A,Dr. Ahmad Raza,90 min
Sat,16:00-17:30,C-2,Final Year Project - I,CS4091,BCS-7A,TBA,90 min
Sat,16:00-17:30,C-3,Ideology and Constitution of Pakistan,SS1013,BSE-1A,Quratulain Ilyas,90 min
Sat,16:00-17:30,C-4,Anthropology,XXXXX,BSE-1B,Hamza Naeem,90 min
Sat,16:00-17:30,C-5,Data Warehousing and Business Intellligence,DS3004,BDS-5B,Mr. Ishaq Raza,90 min
Sat,16:00-17:30,C-6,Calculus and Analytical Geometry,MT1003,BCY-1A,Ms. Amina Aslam VF,90 min
Sat,17:30-19:00,C-1,Computer Networks,CS3001,BCS-5D/7D,Mr. Nauman Moazzam Hayat,90 min
Sat,17:30-19:00,C-13,Technical and Business Writting,CSXXX,BCS-5A/7A,Hajra Ikram,90 min
Sat,17:30-19:00,C-14,Design and Analysis of Algorithms,CS2009,BSE-5B/7B,Dr. Tahir Ejaz,90 min
Sat,17:30-19:00,C-2,Deep Learning,CSXXXX,BCS-7A,Mr. Saiful Islam,90 min
Sat,17:30-19:00,C-3,Probability and Statistics,MT2005,BDS-3A,Ms. Sarah Ahmad,90 min
Sat,17:30-19:00,C-4,Generative AI,AI4009,BDS-7A,Dr. Maryam Bashir,90 min
